,Synset,Hypernym
627,зольник.n.1,нижняя часть.n.1
628,иглообразный.n.1,форма.n.1
629,зубило.n.1,ручной инструмент.n.1
630,валютный курс.n.1,курсовая стоимость.n.1
631,шитье золотом.n.1,вышивание.n.1
632,знойный.n.1,пылкий.n.1
633,игральный комплект.n.1,предмет.n.1
634,игральный комплект.n.1,набор.n.1
635,игральный комплект.n.1,инвентарь для игры.n.1
636,игровая комната.n.1,комната.n.1
637,философ-идеалист.n.1,философ.n.1
638,служебная иерархия.n.1,социальная иерархия.n.1
639,приобретение опыта.n.1,узнать.n.1
640,приобретение опыта.n.1,пребывать в состоянии.n.1
641,удачливый человек.n.1,человек.n.1
642,растяпа.n.1,рассеянный человек.n.1
643,растяпа.n.1,человек по характеру.n.1
644,изгнание.n.1,жить.n.1
645,изгнанник.n.1,человек по роли.n.1
646,изгой.n.1,человек.n.1
647,разломать на части.n.1,ломать.n.1
648,разломать на части.n.1,разрушить физически.n.1
649,перелом.n.1,разлом.n.1
650,международная финансовая организация.n.1,финансовая организация.n.1
651,международная финансовая организация.n.1,международная организация.n.1
652,измеритель.n.1,работник.n.1
653,изнеможение.n.1,усталый.n.1
654,изнеможение.n.1,бессилие.n.2
655,обилие.n.1,множество.n.2
656,берлинцы.n.1,немцы.n.1
657,берлинцы.n.1,житель города.n.1
658,ньюйоркцы.n.1,американцы.n.1
659,ньюйоркцы.n.1,житель города.n.1
660,лондонцы.n.1,жители англии.n.1
661,лондонцы.n.1,житель города.n.1
662,изыскатель.n.1,работник.n.1
663,икринка.n.1,зерно.n.1
664,изюминка.n.1,отличительное свойство.n.1
665,индивидуализация.n.1,видоизменить.n.1
666,индивидуализация.n.1,отделить часть от целого.n.1
667,индивидуализация.n.1,различить.n.1
668,ингредиент.n.1,составная часть.n.1
669,ингредиент.n.1,вещество.n.1
670,инверсия.n.1,расположение.n.1
671,гиревой спорт.n.1,тяжелая атлетика.n.1
672,гиревик.n.1,тяжелоатлет.n.1
673,метатель копья.n.1,метатель.n.1
674,сноубордист.n.1,спортсмен.n.1
675,сноуборд.n.1,сноубордическое снаряжение.n.1
676,сноуборд.n.1,доска для катания.n.1
677,триатлонист.n.1,троеборец.n.1
678,триатлон.n.1,троеборье.n.1
679,триатлон.n.1,легкая атлетика.n.1
680,парламент украины.n.1,высший орган законодательной власти.n.1
681,интерьер помещения.n.1,внутренность.n.1
682,убранство.n.1,внешний облик.n.1
683,обстановка помещения.n.1,убранство.n.1
684,интурист.n.1,иностранный гражданин.n.1
685,интурист.n.1,турист.n.1
686,институт иностранных языков.n.1,учебный институт.n.1
687,инфантилизм в развитии.n.1,психическое заболевание.n.1
688,искатель.n.1,человек по характеру.n.1
689,искатель.n.2,деталь устройства.n.1
